V1,V2,V3,V4,V5,V6
3185.724609375,3303.117,3461.5173,3634.335,3731.3801,3845.5076
2914.73193359375,3040.4846,3150.57,3318.9453,3477.2173,3566.3162
3552.8759765625,3739.505,3953.3364,4225.449,4473.31,4642.9614
2952.541015625,3018.5088,3142.38,3230.831,3302.8862,3354.439
2918.5625,3106.5295,3258.7397,3460.3525,3627.916,3772.3843
4054.06494140625,4208.4487,4392.7393,4610.521,4808.881,4942.226
10524.6435546875,11059.408,11636.661,12335.3955,12928.804,13394.279
6302.35791015625,6487.5586,6724.459,6991.918,7178.315,7282.1377
3220.1416015625,3364.2153,3520.9316,3703.4517,3818.809,3950.0771
2659.253662109375,2689.0608,2702.6992,2705.077,2705.4067,2694.326
8598.9462890625,8674.411,8668.381,8656.67,8687.383,8596.597
6581.18701171875,6720.023,6889.692,7068.664,7143.1377,7214.32
2353.85498046875,2449.6763,2514.6072,2631.3062,2687.139,2762.7761
16401.537109375,17109.074,17601.35,18394.398,18819.777,19360.05
3287.985595703125,3424.9734,3610.9106,3800.391,3968.3645,4070.569
12993.470703125,13664.283,14312.899,15003.105,15692.871,16272.797
3894.81103515625,4076.1123,4259.5996,4475.5215,4654.5767,4794.5645
5607.3515625,5744.423,5899.3623,6079.575,6250.3555,6337.3877
2616.2421875,2671.8875,2750.8022,2813.4902,2863.7046,2913.4136
4417.42236328125,4552.378,4736.734,4905.248,5032.7354,5139.157
3439.023681640625,3524.537,3635.808,3687.2654,3819.9497,3859.1558
3038.625732421875,3155.9902,3278.3704,3398.6118,3545.208,3631.7227
2585.7412109375,2688.3345,2797.6853,2928.713,3015.7905,3101.7402
5637.71142578125,5923.909,6207.564,6572.0474,6816.169,7060.46
2996.634765625,3077.7817,3188.8237,3283.5056,3356.155,3397.2383
4203.37353515625,4439.3154,4718.451,5035.328,5300.465,5521.4883
3494.38037109375,3652.7559,3817.0012,3996.8887,4180.7705,4319.746
5899.53515625,6120.2285,6398.9785,6605.095,6845.7505,6971.5977
5834.49755859375,6005.502,6240.422,6438.2803,6557.6665,6681.0684
2999.39599609375,3109.319,3249.2383,3370.8484,3504.1567,3552.916
3156.6103515625,3242.4973,3357.6213,3449.1216,3516.97,3555.2505
4475.072265625,4608.0234,4718.99,4858.789,4970.9775,5124.0713
6031.56640625,6281.0874,6641.8203,7011.7363,7384.217,7622.6123
2883.446533203125,2993.5027,3107.9744,3181.8228,3323.667,3359.502
8320.3408203125,8752.713,9261.097,9711.179,10206.391,10431.881
7391.7529296875,7621.331,7762.4253,7454.433,7720.666,7637.6523
2809.937744140625,2865.457,2955.8262,2991.4453,3089.5327,3126.5916
6375.0703125,6858.9,7276.579,7739.4854,8075.2285,8491.298
2793.754638671875,2862.9185,2964.417,2963.0232,3036.4941,3056.7495
3329.28466796875,3419.7405,3533.808,3637.9658,3810.137,3893.4336
6129.96337890625,6449.295,6846.959,7280.353,7715.9927,8012.489
8375.845703125,8749.715,9206.797,9747.048,10165.703,10454.141
7405.0966796875,7862.291,8288.119,8628.087,9049.83,9334.15
2415.09033203125,2471.8875,2450.752,2285.2021,2370.9753,2446.3271
3909.83251953125,4065.6982,4251.1387,4471.081,4613.5547,4739.3955
2695.76171875,2810.8381,2924.9224,3006.0317,3062.723,3114.9636
3054.67626953125,3103.4094,3186.9622,3194.7554,3324.0261,3356.389
2946.844970703125,3000.1885,3057.8706,3102.6858,3139.7983,3170.4893
4179.2900390625,4333.231,4496.047,4680.26,4912.146,5013.66
2183.6064453125,2216.1228,2261.6284,2306.908,2326.347,2362.0667
1954.614013671875,1973.2345,2016.9976,2027.8103,2012.6907,2058.5107
2061.23046875,2140.8618,2203.142,2291.5,2342.4326,2400.1404
2970.38623046875,3058.4314,3165.2852,3302.4136,3390.5693,3463.02
8759.4169921875,9193.185,9660.239,10299.675,10730.338,11095.352
2658.524169921875,2697.4648,2787.045,2837.8325,2880.8083,2902.298
4922.1611328125,5077.065,5371.509,5566.758,5745.4966,5844.4873
21482.400390625,22679.27,23975.457,25358.555,26144.18,27265.9
3173.213134765625,3299.0547,3435.5266,3588.7573,3732.0925,3835.1855
15506.798828125,16261.575,17034.018,17945.947,18731.111,19362.637
10875.85546875,11509.385,12158.184,12946.795,13645.488,14213.291
3306.53955078125,3452.4092,3598.7524,3748.0503,3877.082,3969.0894
3555.96533203125,3777.1348,3966.2786,4183.254,4365.3047,4535.916
2349.080810546875,2434.7302,2503.0908,2420.6907,2502.665,2540.442
3416.541748046875,3550.8801,3665.0322,3572.1914,3705.2478,3748.2683
7926.89013671875,8075.3423,8367.495,8441.887,8730.463,8829.442
2369.201171875,2412.7698,2503.2424,2443.813,2476.7402,2498.8125
2836.1005859375,2867.0835,2919.2537,2930.6436,2943.498,2969.817
2368.983642578125,2446.1797,2529.7417,2627.02,2719.7605,2779.3042
3467.4267578125,3604.9487,3782.8374,3863.4404,4066.2715,4173.0796
2511.61279296875,2580.1035,2690.581,2800.2249,2895.1353,2968.275
7221.6767578125,7627.3237,8108.9634,8534.427,9068.166,9332.404
9215.6533203125,9371.718,9646.063,9753.782,9867.299,9990.442
2888.892822265625,3073.6084,3292.1182,3517.245,3723.7961,3889.5027
8306.9658203125,8768.6045,9159.641,9610.793,9764.145,10128.52
3606.820556640625,3715.2874,3843.7432,3956.641,4165.8555,4211.1406
11026.974609375,11608.557,12313.171,13082.061,13847.206,14186.623
2914.163330078125,3021.9302,3153.8176,3269.0784,3341.791,3402.8945
2724.33251953125,2827.3237,2944.4568,3072.7136,3174.8928,3250.8743
2700.0751953125,2730.435,2811.4766,2819.1711,2820.8525,2826.9927
2231.18896484375,2261.0657,2219.2336,2254.1108,2268.5464,2212.3508
5938.28759765625,6108.925,6308.4717,6533.3975,6708.5537,6822.4067
2654.40087890625,2730.7222,2840.6758,2933.666,2978.8894,3027.67
2685.640625,2797.531,2878.6064,2979.6477,3065.5828,3158.9097
2780.43798828125,2819.6426,2885.0044,2905.5615,2977.5322,3006.3035
18036.34375,18516.973,19164.523,19669.334,20549.902,20879.008
2014.7757568359375,2005.431,1996.7699,1971.7368,2019.3035,2026.4534
2528.210693359375,2608.0496,2701.2139,2765.7847,2773.1199,2794.7993
2157.60498046875,2187.4216,2252.6697,2213.704,2279.956,2265.4468
3901.09814453125,3920.7566,3932.662,3852.269,3876.1296,3849.5913
2779.7587890625,2915.5413,3013.6812,3126.8608,3234.2139,3332.1099
2372.893798828125,2427.6433,2527.118,2566.398,2610.662,2608.8713
3312.2548828125,3514.7214,3694.2822,3893.5557,4015.9194,4156.803
3133.01025390625,3281.551,3436.025,3555.8208,3630.2383,3700.0571
2943.84130859375,3050.9902,3189.18,3323.3179,3447.5,3522.0186
8118.8310546875,8476.392,8902.338,9344.887,9727.412,10009.982
2961.394287109375,3014.422,3097.481,3146.2798,3236.0027,3279.7178
3175.4013671875,3277.9358,3420.857,3553.7708,3717.6995,3793.7537
2077.586669921875,2152.371,2251.6401,2343.5422,2426.0957,2484.3257
2781.748291015625,2891.539,3017.554,3128.6362,3281.1045,3373.2515
2491.59765625,2553.8145,2662.2944,2746.4321,2753.6345,2788.6614
6879.583984375,7299.935,7750.656,8276.521,8774.287,9108.064
2804.626953125,2926.1714,3032.6147,3151.464,3264.537,3355.7842
18045.439453125,18793.139,19545.904,20568.018,21168.906,21744.256
2781.47216796875,2865.268,2989.548,3069.409,3189.355,3236.0063
2543.39794921875,2644.4814,2779.9382,2827.4875,2967.4512,3025.272
2875.136474609375,2969.293,3070.8643,3152.6968,3323.852,3394.768
2246.170654296875,2242.9485,2233.8748,2244.1284,2232.4546,2203.5928
6162.142578125,6194.1895,6320.51,6340.4023,6342.8066,6387.2046
1505.3297119140625,1520.8881,1509.9768,1513.5964,1530.4331,1523.6947
7733.6171875,8171.4805,8647.303,9119.404,9646.077,9974.758
2874.37353515625,2899.661,2929.1487,2955.777,2942.5703,2958.3372
2789.079345703125,2871.136,2975.429,3049.2153,3145.0723,3210.768
2628.562255859375,2717.695,2789.4858,2845.247,2846.8555,2933.3376
4002.296875,4009.0935,4016.7458,4018.6365,4019.9656,4020.3457
2945.457275390625,2995.4663,3039.5715,3091.0195,3140.133,3180.1343
4665.759765625,4698.235,4727.5493,4755.631,4767.249,4781.0454
4705.13037109375,4718.7905,4710.3867,4746.954,4730.1353,4815.706
5305.875,5371.3413,5445.3013,5478.5728,5519.493,5641.237
3365.08935546875,3457.912,3558.1658,3687.7866,3801.5452,3871.8162
1687.292724609375,1689.3588,1690.1998,1699.1011,1692.1125,1692.6619
1354.286865234375,1358.9692,1364.2263,1372.119,1370.0864,1370.3516
3587.285888671875,3590.1953,3600.7913,3616.1086,3603.2026,3607.0637
3280.152587890625,3275.121,3295.3967,3323.8157,3278.1626,3297.928
2760.437255859375,2758.656,2776.262,2793.0767,2761.6208,2775.536
2578.190185546875,2625.574,2587.0679,2659.3079,2667.4639,2645.3906
1595.2431640625,1598.646,1590.2358,1615.4442,1602.4513,1593.6338
3085.318115234375,3121.7327,3159.8735,3174.2695,3224.779,3241.3345
2708.85302734375,2798.4739,2874.445,3006.4067,3077.8523,3148.3762
3308.695068359375,3387.1309,3474.9414,3585.4612,3697.6665,3747.0566
7180.08837890625,7193.4946,7201.264,7227.3535,7200.0547,7191.789
1979.9468994140625,1976.1111,1990.349,1991.436,1981.1528,1990.4406
3037.664794921875,3078.3677,3138.972,3216.9011,3206.5513,3258.2932
3295.35498046875,3305.232,3300.079,3292.8267,3307.8604,3296.9326
1285.5614013671875,1287.7039,1298.0798,1303.9664,1290.0292,1295.2185
3396.795166015625,3419.9875,3460.103,3475.0637,3487.248,3493.433
2913.893798828125,2982.397,3061.3916,3154.046,3211.2559,3257.5723
4525.8828125,4782.8525,4994.124,5286.7607,5529.238,5761.895
2590.908447265625,2759.7754,2898.095,3091.7278,3251.5308,3400.9604
3901.07373046875,4087.042,4272.254,4515.1963,4732.009,4901.0312
6051.62890625,6433.2417,6801.8623,7267.785,7690.687,8030.5693
3264.651123046875,3305.5432,3359.7363,3419.7493,3470.812,3514.4485
8593.244140625,8585.584,8680.19,8622.741,8599.67,8649.374
3586.050537109375,3649.4248,3717.8127,3785.272,3799.4358,3845.9863
5692.56640625,5691.953,5720.643,5781.998,5694.122,5711.123
5212.38134765625,5215.814,5235.5586,5286.65,5218.9443,5227.2915
1345.8857421875,1344.6263,1349.8834,1365.4695,1344.4905,1345.2544
3417.86181640625,3423.8098,3437.6687,3447.7969,3434.4204,3441.3147
1451.57421875,1458.0851,1460.5822,1466.3218,1463.9761,1469.2925
16238.486328125,16808.375,17557.92,18430.727,19229.604,19875.162
3078.576904296875,3161.1895,3258.3516,3357.341,3478.0845,3548.5364
18353.984375,19353.81,20464.945,21203.941,22281.688,22902.191
2798.686279296875,2867.7134,2974.3594,3061.3215,3192.96,3218.065
3171.331298828125,3356.408,3535.103,3753.3855,3865.0889,4016.7378
3121.29833984375,3211.7808,3349.0164,3444.7544,3618.5527,3704.2085
3899.9833984375,4049.7449,4234.5845,4455.4175,4658.6206,4789.665
9944.798828125,10525.659,11079.135,11201.799,11233.334,11904.155
2868.688720703125,2891.774,2962.1304,2995.08,2966.4495,3007.163
2542.58935546875,2600.3003,2664.0286,2728.398,2806.2864,2889.9873
4968.64599609375,5249.5083,5584.506,6021.3994,6354.6387,6625.1445
7528.6708984375,7983.715,8420.893,8819.384,9105.804,9413.419
2581.239013671875,2664.358,2751.8018,2882.2507,2985.9033,3066.8896
3428.30712890625,3538.8015,3732.805,3873.0518,4053.0288,4191.51
14707.0625,15260.555,16043.491,16696.875,17284.766,17953.996
8214.341796875,8419.873,8736.42,8868.382,8900.658,9032.859
7975.72119140625,8658.941,9186.871,9926.609,10346.166,10871.762
6859.0380859375,7255.2446,7663.615,8008.9043,8472.607,8698.816
3217.17724609375,3330.267,3479.816,3609.3486,3735.5364,3801.3062
2539.703125,2679.3018,2786.1113,2919.8955,3034.461,3142.5308
4364.55908203125,4734.2046,4987.829,5196.7026,5349.917,5601.6875
3037.710693359375,3213.1338,3389.8486,3576.9346,3732.122,3860.4172
13797.9189453125,14460.324,15138.939,15866.57,16389.256,16925.62
2609.80712890625,2694.0986,2788.3418,2854.2522,3039.0173,3065.251
6817.83349609375,7111.7266,7453.66,7831.4805,8223.549,8445.015
2360.807861328125,2525.1997,2624.0042,2757.1738,2795.059,2887.0547
3032.86279296875,3167.7612,3275.605,3410.564,3547.9382,3622.605
2876.8935546875,2995.5557,3133.1875,3290.0405,3473.2778,3539.769
3787.18505859375,3957.3823,4147.2607,4406.378,4640.6147,4808.826
3130.198974609375,3295.988,3464.1592,3643.4912,3847.6294,3974.2866
3344.85400390625,3361.9373,3398.8198,3415.5137,3384.3132,3411.749
1787.685546875,1811.4432,1838.3414,1855.0411,1869.8386,1891.5747
5010.923828125,5018.3687,5078.343,5099.709,5028.711,5080.843
3551.279296875,3660.8892,3778.3079,3979.4272,4084.5688,4201.1167
2125.823974609375,2124.844,2136.5823,2152.37,2131.5127,2147.1648
2672.95166015625,2693.023,2727.358,2780.702,2745.269,2772.5493
2576.9599609375,2579.537,2599.8157,2605.3108,2588.654,2608.3865
2180.66796875,2186.9507,2213.5107,2212.1714,2211.5498,2230.2986
2485.826171875,2608.0698,2712.2559,2812.8857,2899.168,2984.5742
2462.884765625,2574.6313,2654.292,2752.3474,2809.88,2901.5452
5336.80859375,5495.3447,5717.98,5811.635,5923.753,5991.466
15483.51171875,15908.6045,16493.953,16528.033,17077.16,17200.379
12928.2021484375,13506.563,14115.002,14395.929,14727.086,14952.111
3613.333984375,3820.8232,3971.731,4137.3545,4292.4644,4453.3057
3322.1044921875,3470.8657,3581.6968,3606.4102,3717.5186,3824.9849
7305.81640625,7664.7344,8069.4414,8432.66,8721.893,8961.831
5988.18017578125,6327.5254,6618.055,6867.174,7163.0967,7385.8594
3451.025634765625,3641.623,3790.4663,3911.225,4086.2554,4227.047
14621.083984375,15312.182,16128.438,16751.973,17339.482,17730.852
2594.94140625,2692.9907,2826.6482,2964.22,3074.7544,3161.3794
6910.26171875,7233.923,7582.31,7830.204,8153.7197,8389.575
3483.864990234375,3664.4202,3814.4019,3917.31,4016.615,4140.582
6777.1376953125,7148.8643,7457.0566,7591.001,7781.3086,8183.815
3207.35400390625,3333.9421,3453.234,3543.044,3662.6892,3698.2383
3688.068359375,3864.4941,4030.0854,4193.739,4311.0547,4421.3135
12584.888671875,13177.455,13765.642,14299.755,14712.504,15057.242
2881.36328125,3041.2776,3149.6428,3215.5112,3339.8374,3441.951
4159.2666015625,4372.255,4585.527,4708.2305,4859.529,4996.61
5856.400390625,6160.4194,6455.134,6638.8965,6851.7944,7047.9243
1878.87060546875,1964.2473,2025.8109,2132.2686,2170.6138,2244.8298
7233.66015625,7595.3506,7752.1177,7790.4,7978.153,8225.689
3593.60986328125,3799.5754,3949.2996,3972.344,4063.0269,4184.1772
2656.548828125,2780.124,2854.732,2777.1606,2838.713,2934.476
1930.62060546875,2032.5852,2121.5767,2218.8425,2294.814,2366.808
4049.2099609375,4307.0854,4491.3535,4709.5166,4837.2095,5039.816
12167.5546875,12905.115,13419.027,14021.319,14368.574,14955.238
2969.970703125,3059.1282,3194.0625,3254.6453,3295.3887,3340.56
2983.5791015625,3060.5652,3176.9382,3270.9067,3267.0093,3321.6016
21227.072265625,22300.6,23526.086,24927.906,26302.705,27240.688
3417.096923828125,3585.5425,3716.9224,3842.3362,3903.6565,3998.7905
2934.069580078125,3023.5789,3134.3174,3146.56,3261.0903,3312.4797
5059.6162109375,5269.092,5455.9746,5566.9053,5804.1323,5935.927
12354.96875,12950.5,13424.654,14046.799,14446.984,14802.469
3710.490234375,3901.3408,4081.57,4174.874,4260.6855,4345.2354
14442.6552734375,15161.8,15865.598,16146.299,16476.844,16794.066
4155.91455078125,4372.7246,4585.476,4796.7036,5020.6934,5182.8843
4564.32763671875,4789.815,5009.5957,5226.658,5449.5156,5618.21
3403.686279296875,3544.062,3664.1338,3822.05,3929.9858,4017.0923
16316.388671875,16963.414,17513.145,18239.572,18705.627,19086.992
3908.135009765625,4119.7754,4276.748,4376.6123,4488.958,4567.079
4789.30322265625,4986.2085,5203.0674,5389.4814,5601.466,5717.256
10089.568359375,10535.125,10947.674,11351.832,11631.101,11999.471
4146.4169921875,4303.495,4506.1807,4687.98,4818.4287,4932.7954
4767.1904296875,5027.3594,5275.071,5522.6743,5769.9053,5989.1797
15871.75390625,16966.807,17990.96,19088.26,20137.023,21039.22
8934.74609375,9306.397,9596.766,9854.652,10130.906,10418.539
5088.66357421875,5377.212,5605.249,5848.906,6050.3335,6244.6953
20145.935546875,20989.36,22049.785,23468.902,24319.322,25192.184
2674.224853515625,2779.7185,2891.8855,2974.1309,3119.9058,3215.7637
3178.6435546875,3360.1157,3524.768,3698.1606,3853.1362,3972.3608
3690.197265625,3745.561,3923.1528,3914.3125,4137.371,4263.375
2213.37646484375,2249.3457,2354.7751,2352.717,2495.9517,2570.7246
2935.1611328125,3080.8672,3199.2002,3326.0786,3434.9966,3541.2458
3922.89306640625,4109.2124,4257.3027,4454.7876,4583.0054,4743.5225
5765.412109375,6035.0166,6245.2617,6534.9834,6707.8604,6937.035
7667.3564453125,7914.4707,8269.078,8501.578,8646.614,8801.701
3889.66748046875,4134.6035,4307.5967,4516.3057,4635.1724,4798.7383
2960.099609375,3156.8179,3284.6753,3462.0327,3576.177,3725.6577
3278.6328125,3485.8984,3606.6616,3663.2317,3828.6938,3961.2988
17554.5703125,18616.977,19237.336,19383.455,20266.354,20932.852
10366.0791015625,10895.447,11367.861,11960.704,12403.57,12822.631
3462.409423828125,3583.7373,3699.2983,3824.8994,3865.2097,3977.1667
5264.962890625,5464.2676,5720.518,6007.5493,6278.731,6470.429
5518.248046875,5747.254,5964.3926,6209.7764,6443.551,6599.5254
2664.9560546875,2775.8848,2872.3086,2964.0928,3037.6284,3109.2354
4370.5458984375,4596.7017,4782.0493,4966.6465,5144.7,5285.3984
3428.20068359375,3633.169,3778.4634,3875.8584,3991.5425,4095.7627
5835.3271484375,6094.859,6235.577,6244.7754,6446.871,6645.0146
3444.955078125,3621.334,3750.3782,3844.117,4001.642,4139.0586
5822.18359375,6117.5493,6329.28,6484.4463,6734.4136,6963.661
3602.207275390625,3785.7605,3927.1733,4120.4263,4229.5854,4378.9414
2102.69873046875,2202.1863,2280.4868,2383.3923,2438.0242,2519.1875
2347.745361328125,2471.9597,2597.3223,2741.984,2879.4546,2981.5042
16786.6796875,17944.451,18793.875,19973.281,20745.523,21700.564
1527.8983154296875,1531.9331,1532.903,1541.159,1540.6653,1541.7313
6754.92236328125,6792.19,6854.4883,6859.1875,6876.762,6887.3047
1429.6572265625,1439.8289,1431.787,1421.2021,1433.0197,1434.3317
3749.87060546875,3744.1355,3769.1113,3780.198,3749.228,3770.112
2379.4306640625,2386.4836,2383.7424,2403.2698,2402.5742,2398.2095
3247.89697265625,3373.079,3488.9443,3673.9458,3738.8193,3840.6868
1745.0384521484375,1740.3049,1740.3296,1740.1531,1740.5243,1737.2802
2228.3271484375,2229.6826,2228.7034,2240.9177,2243.748,2248.122
4021.513671875,4159.66,4331.7837,4556.89,4698.5283,4841.247
3314.7685546875,3399.3076,3496.498,3638.8171,3751.3118,3814.4614
1575.9296875,1573.7462,1581.0018,1589.4218,1571.365,1581.3942
1213.411376953125,1215.388,1218.787,1222.975,1215.8496,1219.4734
1801.38525390625,1808.4691,1816.3479,1818.9373,1811.8767,1818.7784
1712.508056640625,1711.8159,1711.8043,1718.0417,1715.0588,1715.6047
3896.200439453125,4009.355,4156.1006,4307.3213,4404.209,4483.5474
9449.873046875,9455.252,9484.283,9503.616,9457.346,9483.243
1785.537841796875,1785.9229,1786.6154,1797.488,1792.2789,1789.3735
4788.15771484375,4808.809,4812.271,4845.065,4860.8374,4869.0425
3014.82373046875,3020.3862,3020.7095,3050.2356,3045.9734,3050.439
2566.65771484375,2565.104,2574.7458,2587.857,2566.1956,2579.789
1808.792236328125,1800.2772,1800.3436,1804.9858,1817.7273,1811.2252
2130.20068359375,2130.4526,2126.6536,2166.102,2196.2231,2209.7832
6848.103515625,6888.9385,6944.3296,6955.712,6985.379,7002.915
8378.154296875,8377.076,8389.692,8454.745,8370.931,8411.79
2773.37646484375,2813.1694,2858.2554,2878.8254,2900.3677,2956.717
9523.6142578125,9693.288,9884.103,9986.245,10098.383,10309.822
13323.0263671875,13770.215,14425.283,15012.672,15540.973,15886.799
4194.5947265625,4441.686,4599.9614,4730.104,4832.234,5031.176
3639.7822265625,3825.435,3928.3452,3990.7515,4049.3284,4215.204
4186.15673828125,4329.5625,4524.494,4666.173,4847.5737,4940.711
12444.83203125,12894.241,13352.605,13577.605,13715.677,14008.633
3493.991455078125,3592.2898,3760.5881,3893.5884,4009.8472,4088.033
8283.1962890625,8522.516,8772.09,9048.997,9260.399,9483.562
10646.828125,11061.125,11438.262,11843.536,12222.825,12452.395
3860.57421875,3994.6982,4175.743,4342.756,4479.7344,4576.81
3476.111083984375,3550.655,3680.7773,3712.2449,3745.7114,3785.5273
6284.76220703125,6390.4614,6510.759,6598.3193,6643.4106,6751.136
7076.3583984375,7113.662,7184.1567,7195.4966,7200.725,7225.0435
5809.65185546875,6065.553,6332.9194,6512.3804,6772.1406,6983.0
8532.55078125,8864.819,9377.115,9736.9,10156.385,10407.668
3163.62060546875,3289.1135,3420.9807,3544.3347,3594.0488,3677.4204
5913.654296875,6106.6157,6411.127,6639.6533,6859.496,7018.003
16415.056640625,17534.254,18847.824,20164.73,21371.1,22268.2
4156.162109375,4234.009,4365.3164,4417.3877,4482.271,4534.5503
2947.3564453125,3081.7915,3249.9624,3418.3599,3563.0813,3659.1235
13570.998046875,14304.604,15094.055,15808.213,16331.448,16736.941
2773.97998046875,2823.5413,2848.181,2884.6238,2899.8455,2959.9768
3307.4580078125,3429.3662,3546.9058,3648.8228,3757.8843,3853.1035
3176.31494140625,3336.7961,3480.6543,3609.5337,3720.848,3848.3154
6798.8408203125,7134.8877,7440.1777,7708.073,7940.2344,8201.627
10823.36328125,11288.384,11836.816,12352.434,12965.479,13358.785
3929.02685546875,4032.7407,4165.1484,4307.583,4421.714,4507.2456
17761.326171875,18459.27,19303.805,20116.693,20728.332,21349.973
3091.667236328125,3180.257,3301.3923,3421.7964,3502.1008,3582.9854
2923.208740234375,2953.2915,3004.81,3045.219,3034.0723,3062.785
3371.405517578125,3431.4985,3563.852,3623.8667,3708.3267,3748.8862
3375.240234375,3542.209,3665.9749,3778.8987,3873.972,4027.2417
3378.78173828125,3518.423,3647.8816,3772.2664,3912.7559,4027.5295
12928.9892578125,13481.405,14022.701,14512.336,15106.9,15563.121
3427.85888671875,3516.4722,3635.044,3733.2134,3857.347,3918.6033
4896.865234375,5187.287,5381.5107,5592.533,5816.7974,6015.755
19285.3984375,20123.05,21032.193,21859.867,22252.205,22786.656
2877.44384765625,2970.8604,3108.643,3186.516,3254.1914,3293.5269
6220.794921875,6390.0938,6661.806,6782.1646,6847.008,6924.621
4876.56103515625,5111.4824,5326.586,5439.299,5573.462,5721.2373
5712.55712890625,5871.0684,6055.993,6213.468,6387.3076,6521.6963
4213.5380859375,4439.04,4618.8027,4812.72,4898.7334,5098.963
10893.0673828125,11271.721,11763.5,12157.842,12532.976,12684.293
8151.697265625,8466.589,8761.711,8778.3545,8984.16,9179.859
5728.2626953125,5846.2583,6021.8877,6085.2812,6257.58,6363.7275
7734.8583984375,8157.2764,8588.853,9011.479,9366.079,9703.189
6348.2783203125,6661.4414,6956.052,7283.6973,7511.37,7758.8955
3105.23388671875,3203.067,3281.4355,3361.9531,3421.8345,3492.0874
10589.962890625,10930.933,11182.539,11456.771,11731.724,12082.456
10481.529296875,10927.766,11422.321,11981.871,12427.99,12772.639
6484.33203125,6821.5317,7090.824,7284.875,7492.2837,7777.0947
3214.86474609375,3310.4397,3457.274,3541.7673,3655.4524,3731.0515
3555.8515625,3689.276,3817.7031,3890.84,3941.0996,4038.064
3191.556640625,3325.6895,3486.9558,3518.4937,3617.502,3644.7554
5205.0703125,5406.6455,5663.34,5721.819,5881.469,5927.4956
3364.11376953125,3473.795,3616.2524,3758.3257,3887.851,3977.5303
4284.45654296875,4468.2993,4688.963,4917.1816,5096.7715,5251.527
2730.687255859375,2798.8657,2903.679,2978.498,3042.236,3109.5625
3228.97607421875,3353.5527,3462.7983,3580.3337,3659.852,3762.5483
3358.651123046875,3487.1006,3608.5044,3735.52,3832.6235,3951.8506
11270.57421875,11720.284,12214.527,12845.773,13219.46,13676.563
2879.25146484375,2932.2349,3010.7236,3091.038,3137.344,3192.642
3104.6298828125,3175.609,3233.3774,3343.0037,3417.1948,3466.8748
5751.02880859375,5744.923,5776.5303,5817.459,5747.332,5790.873
2650.571044921875,2649.188,2673.608,2712.0417,2656.4844,2692.2668
2264.354248046875,2264.081,2272.148,2286.9824,2261.8918,2265.857
1031.8045654296875,1030.3461,1029.9185,1035.9967,1035.574,1037.5918
3666.10498046875,3646.2798,3699.4673,3723.621,3671.641,3707.593
978.04736328125,974.4232,978.89294,989.6314,976.67584,987.1642
4863.8076171875,4866.8027,4889.5493,4969.199,4872.4873,4907.212
1655.0687255859375,1656.4071,1658.8533,1680.602,1670.8252,1682.1101
1362.531494140625,1363.8251,1363.6053,1368.1603,1373.3445,1368.7761
1702.5382080078125,1697.7234,1700.5002,1700.5146,1702.2587,1697.998
4277.712890625,4274.2925,4272.4375,4292.8477,4294.2354,4291.874
1202.388427734375,1209.054,1210.0779,1219.7322,1221.9692,1223.7795
4071.0107421875,4164.9395,4250.253,4366.8477,4502.5986,4565.8223
6551.83056640625,6581.2437,6603.34,6626.4463,6590.925,6629.815
2222.422119140625,2224.845,2222.513,2222.499,2224.3477,2222.0403
5264.951171875,5297.438,5337.867,5351.229,5314.058,5365.136
5451.169921875,5634.914,5748.9014,5872.9736,6086.4897,6212.008
4663.52734375,4697.1855,4738.457,4756.3984,4768.0073,4802.7104
4315.095703125,4453.704,4593.0977,4792.117,5004.77,5121.1484
4710.3818359375,4715.6187,4736.307,4758.8315,4727.0117,4737.3726
4245.94482421875,4251.8657,4268.41,4286.0186,4262.9834,4271.3926
1123.726806640625,1123.7206,1131.7983,1138.9331,1124.0544,1132.702
5190.73291015625,5194.9775,5185.778,5242.9907,5194.7954,5197.9854
4954.7392578125,4961.7407,5002.0107,5034.0786,4966.502,5002.0786
4271.7041015625,4348.485,4424.0337,4504.327,4594.185,4653.8804
2900.94189453125,2875.0374,2870.3555,2894.688,2932.1172,2911.0916
1979.21044921875,1980.698,1982.0312,1997.2833,2006.94,2010.876
2830.98388671875,2890.1504,2983.753,3046.5205,3089.6482,3121.8662
4699.1689453125,4741.2383,4702.514,4724.13,4719.081,4740.735
4541.3115234375,4532.5415,4571.3296,4569.9775,4549.578,4571.4434
3730.666748046875,3786.0317,3846.4192,3910.6062,3959.756,4015.0344
5120.36376953125,5107.4956,5145.225,5183.2695,5136.513,5175.2993
4157.93017578125,4159.742,4178.4346,4187.7397,4163.0464,4178.184
1288.9786376953125,1294.0414,1292.6072,1306.3782,1307.9602,1310.4315
3940.987060546875,3906.979,3982.7231,4003.6938,3907.087,3987.913
3173.663330078125,3243.4749,3307.262,3418.836,3520.066,3573.2158
2684.012939453125,2686.3433,2686.7502,2695.9905,2702.3652,2704.3066
3375.910888671875,3411.6074,3452.6025,3500.1516,3484.826,3516.2576
1300.0394287109375,1299.0255,1300.4186,1310.443,1334.6854,1335.6082
3103.276123046875,3192.6768,3289.3843,3444.684,3502.7375,3575.2148
1447.4664306640625,1451.9744,1453.1299,1476.1853,1449.7726,1463.2202
5547.72216796875,5532.183,5613.3467,5580.2446,5586.392,5614.2793
4036.2529296875,4309.323,4488.8257,4578.0938,4720.2666,4858.803
